O1
4831.6060601229001
4819.7575752756002
4813.0606055793005
4818.2121207302998
4838.3030298191998
4860.4545449685002
4872.3030298158001
4873.3333328460003
4868.6969692101002
4853.7575752722005
4839.3333328494
4829.5454540625005
4821.3030298209005
4815.6363631548002
4813.0606055793005
4815.1212116397001
4829.0303025474004
4851.6969692118
4867.1515146647998
4871.7878783007
4872.8181813309002
4870.7575752704997
4859.9393934534
4841.9090904249006
4822.8484843662
4806.3636358829999
4798.1212116413999
4799.6666661867002
4812.0303025491003
4836.7575752739003
4859.4242419382999
4865.0909086044003
4857.3636358779004
4854.7878783023998
4853.2424237571004
4843.9696964853001
4833.6666661833005
4825.4242419417005
4809.9696964886998
4798.1212116413999
4805.3333328527997
4821.8181813359997
4837.7878783041006
4855.8181813326
4869.7272722403004
4872.3030298158001
4867.6666661798999
4863.0303025439998
4852.7272722420003
4838.3030298191998
4823.3636358813001
4805.8484843678998
4800.6969692169005
4815.1212116397001
4829.5454540625005
4830.0606055775997
4829.5454540625005
4839.3333328494
4853.7575752722005
4858.3939389080997
4853.7575752722005
4853.2424237571004
4848.6060601212002
4833.1515146682004
4819.2424237605001
4814.6060601245999
4810.9999995189
4812.5454540642004
4826.969696487
4839.3333328494
4837.7878783041006
4835.7272722437001
4838.3030298191998
4837.2727267890004
4834.6969692134999
4835.2121207286
4835.7272722437001
4829.0303025474004
4824.3939389115003
4830.5757570926999
4837.2727267890004
4835.2121207286
4842.4242419399998
4851.1818176966999
4841.9090904249006
4833.6666661833005
4838.3030298191998
4833.1515146682004
4817.1818177001005
4811.5151510340002
4817.1818177001005
4825.4242419417005
4834.1818176983998
4841.9090904249006
4853.2424237571004
4865.0909086044003
4861.4848479987004
4852.2121207269001
4846.5454540607998
4839.3333328494
4832.6363631531003
4827.9999995172002
4825.4242419417005
4829.0303025474004
4834.1818176983998
4831.0909086078
4838.8181813342999
4855.3030298174999
4855.8181813326
4850.6666661815998
4849.6363631514005
4843.9696964853001
4834.1818176983998
4821.8181813359997
4806.3636358829999
4796.5757570961005
4796.0606055810003
4803.2727267924001
4821.3030298209005
4841.9090904249006
4850.6666661815998
4853.7575752722005
4855.8181813326
4854.7878783023998
4851.1818176966999
4838.3030298191998
4820.7878783058004
4810.4848480037999
4812.0303025491003
4819.7575752756002
4831.0909086078
4846.5454540607998
4854.7878783023998
4855.3030298174999
4851.6969692118
4841.3939389098005
4825.4242419417005
4819.2424237605001
4817.1818177001005
4806.3636358829999
4800.1818177018004
4804.8181813377005
4804.3030298226004
4800.6969692169005
4809.4545449735997
4817.6969692151997
4809.4545449735997
4803.2727267924001
4806.8787873981
4802.2424237621999
4795.5454540659002
4800.1818177018004
4803.2727267924001
4804.3030298226004
4801.7272722470998
4789.8787873997999
4788.8484843696006
4801.7272722470998
4803.2727267924001
4804.8181813377005
4816.1515146699003
4820.2727267907003
4815.6363631548002
4816.6666661850004
4818.2121207302998
4814.6060601245999
4807.9090904283003
4800.6969692169005
4804.3030298226004
4816.1515146699003
4818.2121207302998
4816.6666661850004
4818.2121207302998
4811.5151510340002
4802.2424237621999
4802.7575752773
4809.4545449735997
4814.6060601245999
4817.1818177001005
4817.6969692151997
4823.8787873964002
4832.6363631531003
4835.7272722437001
4835.7272722437001
4829.0303025474004
4820.7878783058004
4820.2727267907003
4822.3333328510998
4825.9393934567997
4833.6666661833005
4838.3030298191998
4837.2727267890004
4839.3333328494
4834.1818176983998
4820.7878783058004
4818.7272722453999
4820.2727267907003
4813.0606055793005
4809.9696964886998
4816.6666661850004
4825.4242419417005
4832.1212116380002
4838.3030298191998
4835.2121207286
4824.3939389115003
4818.7272722453999
4816.6666661850004
4815.1212116397001
4814.6060601245999
4816.1515146699003
4821.3030298209005
4832.6363631531003
4838.8181813342999
4836.7575752739003
4838.3030298191998
4833.1515146682004
4820.7878783058004
4815.1212116397001
4808.4242419434004
4799.1515146716001
4805.3333328527997
4827.4848480021001
4848.0909086061001
4855.8181813326
4854.2727267872997
4853.7575752722005
4851.6969692118
4838.8181813342999
4824.3939389115003
4813.5757570943997
4803.2727267924001
4799.1515146716001
4804.8181813377005
4812.0303025491003
4826.969696487
4847.575757091
4855.3030298174999
4852.7272722420003
4851.1818176966999
4844.9999995155003
4834.1818176983998
4822.8484843662
4807.9090904283003
4796.0606055810003
4795.0303025508001
4802.2424237621999
4815.6363631548002
4830.5757570926999
4842.4242419399998
4852.7272722420003
4854.7878783023998
4844.9999995155003
4833.1515146682004
4821.3030298209005
4805.3333328527997
4797.0909086111997
4806.3636358829999
4815.6363631548002
4820.2727267907003
4830.0606055775997
4839.8484843645001
4842.4242419399998
4840.3636358796002
4838.8181813342999
4834.1818176983998
4826.969696487
4818.2121207302998
4810.9999995189
4809.4545449735997
4814.0909086094998
4825.4242419417005
4834.1818176983998
4837.2727267890004
4839.8484843645001
4840.3636358796002
4838.8181813342999
4835.7272722437001
4830.0606055775997
4821.3030298209005
4806.8787873981
4798.1212116413999
4805.8484843678998
4817.1818177001005
4825.9393934567997
4840.3636358796002
4853.2424237571004
4849.1212116363004
4839.8484843645001
4837.7878783041006
4837.7878783041006
4833.6666661833005
4821.8181813359997
4808.9393934585005
4803.2727267924001
4799.6666661867002
4797.6060601262998
4804.3030298226004
4820.7878783058004
4832.6363631531003
4836.2424237588002
4844.4848480004002
4855.8181813326
4852.7272722420003
4840.8787873947003
4836.7575752739003
4836.2424237588002
4829.5454540625005
4830.0606055775997
4833.6666661833005
4829.0303025474004
4826.4545449718998
4833.1515146682004
4838.3030298191998
4838.8181813342999
4839.8484843645001
4832.6363631531003
4823.8787873964002
4815.6363631548002
4794.5151510357
4779.5757570978003
4795.5454540659002
4818.2121207302998
4830.0606055775997
4844.9999995155003
4854.7878783023998
4854.2727267872997
4853.7575752722005
4846.0303025456997
4833.1515146682004
4834.6969692134999
4838.8181813342999
4824.3939389115003
4814.6060601245999
4830.5757570926999
4838.8181813342999
4821.8181813359997
4817.1818177001005
4836.2424237588002
4840.8787873947003
4833.1515146682004
4834.1818176983998
4831.6060601229001
4817.6969692151997
4805.3333328527997
4800.6969692169005
4804.3030298226004
4814.0909086094998
4826.4545449718998
4836.2424237588002
4840.8787873947003
4847.0606055758999
4852.7272722420003
4850.1515146664997
4837.7878783041006
4823.8787873964002
4819.2424237605001
4816.1515146699003
4805.3333328527997
4803.7878783075003
4816.1515146699003
4828.5151510323003
4846.0303025456997
4862.5151510288997
4859.4242419382999
4854.7878783023998
4852.2121207269001
4842.4242419399998
4834.1818176983998
4825.9393934567997
4814.6060601245999
4810.9999995189
4822.8484843662
4839.8484843645001
4853.2424237571004
4854.7878783023998
4843.9696964853001
4837.2727267890004
4838.8181813342999
4835.2121207286
4821.3030298209005
4812.5454540642004
4815.6363631548002
4816.1515146699003
4816.1515146699003
4824.9090904266004
4838.8181813342999
4849.6363631514005
4853.7575752722005
4853.7575752722005
4849.1212116363004
4841.3939389098005
4831.6060601229001
4818.2121207302998
4805.8484843678998
4799.6666661867002
4799.1515146716001
4805.3333328527997
4826.4545449718998
4850.1515146664997
4856.3333328477001
4855.3030298174999
4858.3939389080997
4852.7272722420003
4834.6969692134999
4817.1818177001005
4806.3636358829999
